afrika	-12.733398
i	-8.302582
the	-7.9884663
of	-8.023869
e	-4.2487283
natal	-12.040251
c	-9.843026
ku	-4.255778
university	-10.536174
yena	-12.040251
in	-6.700312
and	-9.044518
a	-4.8435645
no	-10.941639
de	-4.367726
u	-7.777571
ye	-3.2326298
california	-9.299411
ka	-10.248491
for	-9.597904
korea	-12.040251
african	-12.040251
la	-8.9721985
south	-10.787488
is	-10.094341
beatles	-12.040251
we	-8.821376
linux	-9.96081
africa	-11.634786
underground	-12.733398
hans	-10.787488
film	-10.430813
on	-10.168449
national	-11.1239605
radio	-11.347104
queen	-12.733398
wikipedia	-11.347104
database	-10.430813
isi	-12.733398
john	-8.862197
f	-10.536174
new	-8.244762
el	-7.5629144
york	-8.622524
london	-9.332201
le	-7.481125
band	-12.733398
international	-9.437562
it	-11.1239605
at	-10.248491
day	-11.1239605
studio	-12.040251
or	-10.430813
na	-9.555345
network	-10.941639
salvador	-11.1239605
ipa	-12.040251
hong	-12.040251
people	-11.634786
fm	-12.040251
kong	-11.347104
zulu	-12.733398
republic	-10.653956
german	-11.347104
degli	-12.733398
gauteng	-12.733398
shaka	-11.634786
wikimedia	-11.347104
università	-12.733398
studi	-12.733398
phonetic	-12.733398
alphabet	-12.733398
dora	-9.149879
waye	-12.733398
s	-9.12248
robert	-9.555345
august	-11.634786
james	-9.437562
p	-10.335504
henri	-11.1239605
b	-8.314558
del	-11.1239605
o	-8.726066
by	-10.941639
michael	-9.96081
park	-10.248491
rio	-10.941639
km²	-8.904757
rock	-9.900185
ronald	-12.733398
city	-9.267662
johnson	-11.347104
da	-6.5128083
to	-9.7889595
murray	-11.634786
black	-11.1239605
francisco	-10.335504
washington	-10.094341
bo	-6.056315
barcelona	-11.634786
central	-10.653956
internet	-10.335504
main	-11.1239605
yi	-11.347104
jazz	-12.040251
show	-10.941639
arizona	-11.634786
ne	-6.436289
dark	-12.733398
janeiro	-10.941639
online	-11.634786
gómez	-12.040251
venus	-11.347104
way	-12.733398
research	-12.040251
place	-11.347104
tower	-12.733398
congress	-12.733398
lou	-12.040251
justin	-12.733398
foundation	-12.040251
alexandra	-12.733398
guatemala	-10.787488
panama	-12.733398
english	-10.653956
johannesburg	-12.733398
honduras	-12.733398
tübingen	-12.040251
jeremy	-11.634786
march	-12.733398
ke	-8.590263
chemical	-12.733398
freedom	-12.733398
dee	-12.733398
encyclopedia	-11.634786
gandhi	-12.040251
minh	-11.347104
niccolò	-11.1239605
ubuntu	-10.653956
apartheid	-12.733398
guglielmo	-12.733398
commons	-12.733398
anc	-12.733398
website	-12.040251
debian	-11.634786
marconi	-12.733398
cusano	-12.040251
holmes	-12.040251
ze	-12.040251
which	-12.733398
iyona	-12.733398
kan	-11.634786
nu	-11.634786
george	-9.688876
april	-12.733398
henry	-9.7889595
paul	-9.437562
thomas	-9.96081
usa	-11.634786
h	-10.025349
w	-9.437562
van	-8.279051
pierre	-10.941639
david	-9.843026
tv	-8.456732
richard	-10.025349
albert	-10.248491
marie	-9.843026
n	-9.555345
county	-9.688876
brown	-12.040251
maria	-10.168449
serie	-11.1239605
vladimir	-12.040251
san	-9.401194
los	-10.787488
du	-7.1536684
philip	-12.040251
boris	-12.040251
frederik	-12.733398
mount	-10.941639
europa	-12.040251
se	-10.430813
river	-10.941639
jackson	-11.1239605
nelson	-12.040251
angeles	-10.941639
wolfgang	-10.787488
world	-9.96081
harry	-11.1239605
lawrence	-10.787488
helena	-12.040251
net	-10.941639
metal	-10.025349
texas	-11.1239605
little	-12.040251
sir	-9.7889595
jesus	-12.733398
he	-8.926736
music	-11.634786
all	-12.040251
jersey	-10.941639
pennsylvania	-10.787488
florida	-10.430813
clinton	-10.941639
carter	-12.040251
from	-11.1239605
willem	-11.634786
modern	-10.430813
virginia	-9.843026
club	-9.96081
vincent	-11.634786
bill	-11.1239605
big	-11.634786
ben	-11.1239605
my	-12.733398
chicago	-10.653956
bad	-12.733398
star	-10.653956
connecticut	-12.040251
georgia	-11.1239605
american	-11.347104
victoria	-11.347104
mercedes	-12.733398
one	-11.1239605
party	-11.1239605
harrison	-12.733398
roberto	-12.733398
pop	-10.536174
